,payCardIDTable,payCardBank,payCardNameTable,payCardSexTable,payCardBirthDate
940,6509897470687825,dki,Uchita Mangunsong,F,1992
941,213132384474312,emoney,"Tgk. Elvina Halim, M.Ak",F,2002
942,2627381001274318,dki,Elvina Andriani,F,1966
943,4445716133623724,dki,Indah Wulandari,F,2011
944,180054880373740,emoney,Harsaya Wahyuni,M,2002
945,3514098394631342,dki,Raisa Waluyo,F,1994
946,4780561950020536,dki,Ellis Mandasari,F,1984
947,5310000565328428,dki,Karta Santoso,F,2012
948,501843319572,flazz,Rahmi Mulyani,M,2004
949,4780800923950043669,brizzi,Puspa Hutagalung,F,1995
950,060409829730,flazz,Kania Iswahyudi,M,2012
951,3501875586148119,dki,Ghaliyati Iswahyudi,F,2009
952,6011930854965995,dki,Dian Lazuardi,M,2004
953,570493980603,flazz,Ina Wasita,M,1969
954,6517425891773196,dki,Raina Oktaviani,M,1977
955,4444770327976936,dki,"Hj. Dian Yolanda, M.Pd",F,1985
956,3553655995587751,dki,Tgk. Halima Rajasa,M,1997
957,180065769997912,emoney,Raisa Mansur,F,2012
958,379602763419369,emoney,"Dr. Ulva Megantara, S.E.I",M,2009
959,4348877258525025,dki,Ilsa Saragih,M,1991
960,213195220989199,emoney,Tgk. Imam Zulaika,M,1973
961,4223919728398,online,Mustika Namaga,F,1982
962,3547397698495011,dki,Zelda Laksita,M,2003
963,213103585198711,emoney,Gabriella Santoso,F,1984
964,4440317000289643,dki,Puput Rahayu,F,1991
965,5416108673152359,dki,Malik Mandala,F,1972
966,213148373698232,emoney,"Ir. Galih Puspasari, S.IP",F,2006
967,4982645352742808307,brizzi,"Ir. Galuh Yulianti, S.Pd",F,2005
968,2380608177341944,dki,Amalia Budiyanto,F,1999
969,5135467676493636,dki,"Jaga Usada, S.T.",M,1987
970,6559146321169974,dki,"Sakura Waluyo, M.Kom.",M,1972
971,374636079536479,emoney,Ifa Firmansyah,F,2005
972,676240801073,flazz,Salwa Saragih,F,1965
973,30355120662533,bni,"Hj. Intan Sihombing, M.Ak",F,1981
974,4614441908135375,dki,Hilda Pratama,F,2003
975,3502750915514167,dki,Kartika Purnawati,M,1980
976,3547216489243721,dki,Silvia Puspasari,F,1998
977,5404484977658498,dki,Fitria Utami,M,1964
978,4467661542627044165,brizzi,Aurora Simanjuntak,F,1962
979,676310853509,flazz,Kenari Wahyuni,F,1967
980,4620187818983592099,brizzi,Wirda Kusumo,M,1982
981,4842094432270665,dki,Galih Tamba,F,2001
982,6550711909747225,dki,Paulin Padmasari,F,1970
983,373866618130853,emoney,"Gamblang Mandala, S.Farm",M,1972
984,36251708589780,bni,Ana Jailani,F,2011
985,38600740150712,bni,Kamaria Napitupulu,M,2010
986,4514977345017537,dki,Puti Oktaviani,M,1989
987,4120964561105366568,brizzi,Candrakanta Siregar,M,1974
988,502088711416,flazz,"R. Cakrajiya Gunawan, S.I.Kom",M,1986
989,4570736717859,online,Safina Kuswandari,F,1988
990,503818952650,flazz,"Gawati Haryanto, S.E.",F,2004
991,180011100861649,emoney,Gina Pranowo,M,1977
992,3529733523817460,dki,Gantar Halim,M,1959
993,3594165628661974,dki,Yahya Putra,F,2008
994,4440207593942,online,Harto Andriani,M,1984
995,6553964484082362,dki,R. Samsul Simbolon,M,1992
996,6587747751172283,dki,Mujur Sinaga,M,1996
997,3565394605896636,dki,"Dr. Lili Puspasari, M.Ak",F,2002
998,4036848566378,online,Gandi Halim,M,1992
999,346893726048607,emoney,Cemeti Lestari,F,2005
1000,3533254887785692,dki,Galiono Nasyiah,F,2006
1001,4601438997547,online,"Hilda Novitasari, S.Ked",F,1973
1002,3572052839238337,dki,Drs. Kamidin Hutapea,M,1965
1003,30115429787518,bni,Prasetya Nababan,F,2011
1004,38250917034040,bni,Cahyanto Rahayu,F,1994
1005,3508369065367443,dki,Elma Napitupulu,M,2011
1006,4381501621311460163,brizzi,Ganda Marbun,F,1989
1007,3528121689124916,dki,Harjo Hasanah,M,1982
1008,4880653268346361565,brizzi,"R.M. Daryani Wibisono, S.Ked",M,2003
1009,4819198457612473697,brizzi,"Dadap Kuswandari, S.Gz",M,1990
1010,4267171389242420,dki,Dt. Muhammad Firgantoro,F,1982
1011,4867201566583,online,Dono Habibi,F,1995
1012,3590706529607881,dki,"Olivia Usada, M.Pd",F,1987
1013,3595842841092141,dki,Ir. Ellis Anggriawan,M,1995
1014,4689576718711574,dki,Asman Lazuardi,F,1999
1015,4431539825516151076,brizzi,Janet Maheswara,F,2003
1016,2720344673135411,dki,"Radit Puspita, S.Psi",F,1994
1017,4347224449935,online,"Mahfud Rahayu, M.M.",F,2011
1018,3588571698688680,dki,Citra Prayoga,F,1996
1019,3594097472054693,dki,Prasetyo Tamba,F,1992
1020,180080622563652,emoney,Hafshah Nuraini,F,1998
1021,3548896743546941,dki,Dasa Maulana,F,1995
1022,3500090153681846,dki,Kenzie Saputra,F,1969
1023,180047794385362,emoney,Cut Shakila Simanjuntak,M,2006
1024,36573474791658,bni,Uda Puspasari,F,1990
1025,4986397579281,online,"Anggabaya Oktaviani, S.IP",M,1988
1026,675988849823,flazz,Tari Melani,M,1991
1027,4439317608252293,dki,Hartana Kurniawan,F,2003
1028,4042104885457318019,brizzi,Lasmanto Mandala,M,1990
1029,180091011265668,emoney,"Opan Megantara, M.Kom.",M,1998
1030,4888344483775,online,"Dr. Vino Pradana, M.TI.",F,1986
1031,6011511867875957,dki,Cici Firgantoro,M,1985
1032,30243065200305,bni,Dr. Dartono Wibisono,F,1965
1033,2541663621503314,dki,"Ulva Usamah, S.IP",M,1974
1034,6540064246665699,dki,"Victoria Pertiwi, S.Ked",F,1976
1035,3583364742393852,dki,"Titin Wijayanti, S.Kom",F,2004
1036,213104102697664,emoney,Rusman Yolanda,M,1985
1037,4530447260037,online,Padma Hasanah,M,1991
1038,4196089008025,online,dr. Lidya Wibisono,F,1991
1039,30299351294410,bni,"Dr. Hamima Prasetyo, S.T.",M,1981
1040,6011554758197784,dki,Baktiadi Hidayanto,M,2010
1041,375665011743983,emoney,Zulfa Laksmiwati,F,1984
1042,370988696691607,emoney,"Uchita Saptono, S.Farm",M,2010
1043,6584710664094385,dki,Belinda Pradana,M,2002
1044,4116168935864,online,Mahmud Simanjuntak,M,1979
1045,4470231718348,online,Kalim Utama,F,1996
1046,3553652933367040,dki,Kasiran Nashiruddin,F,1988
1047,4836012042748043,dki,Hj. Ifa Mahendra,F,2012
1048,2289464976932075,dki,"Puput Suryatmi, S.T.",F,1987
1049,180006751104315,emoney,Novi Wastuti,M,1987
1050,372272435644641,emoney,Hj. Ellis Santoso,F,1982
1051,3590039429766411,dki,T. Latif Halim,F,1996
1052,4088660039646,online,"R.A. Nova Agustina, S.Farm",M,2006
1053,6011956381757316,dki,"Tgk. Imam Latupono, M.TI.",M,1993
1054,376127136174346,emoney,Elvina Putra,F,1997
1055,6011642326250134,dki,"Lidya Hardiansyah, M.TI.",F,1982
1056,4069843801445795,dki,Danang Permadi,M,1986
1057,370288465174020,emoney,Cengkir Hidayat,F,1995
1058,4047822402599892,dki,Ganjaran Pratiwi,F,1982
1059,3521668476736663,dki,"Tgk. Hamzah Mangunsong, S.H.",M,1978
1060,348045992161980,emoney,"Ajeng Sirait, S.Kom",F,1994
1061,502068737845,flazz,Ir. Intan Anggriawan,M,1998
1062,4555429156184634,dki,Hana Permata,F,2008
1063,2263607783812878,dki,Lukman Uwais,F,2003
1064,4127432978838428,dki,Ajeng Prasasta,F,1997
1065,213168396361899,emoney,Ir. Galar Hutapea,M,1967
1066,6501589940698643,dki,Sutan Arsipatra Firmansyah,M,1995
1067,213179147257476,emoney,"Cut Anastasia Suartini, S.H.",F,1986
1068,180002443272354,emoney,dr. Faizah Saptono,M,1983
1069,2243744198472520,dki,Umar Nainggolan,F,2001
1070,3522301719199684,dki,Latif Hutasoit,F,1986
1071,4173446884687,online,Aditya Maulana,F,1996
1072,3542071103066676,dki,"Elvin Hutagalung, M.M.",M,2001
1073,3548867468420075,dki,Raisa Iswahyudi,M,1965
1074,5199114167578896,dki,"Kiandra Rajata, S.T.",F,1991
1075,6011849158555619,dki,Sakura Sirait,F,1994
1076,4194369080888961889,brizzi,Amalia Tamba,F,2001
1077,30597679165000,bni,Empluk Wijayanti,F,1993
1078,4398713163800,online,Betania Halimah,M,2000
1079,4223226905093,online,"Karsana Pertiwi, S.Farm",F,1984
1080,3502053250380918,dki,"drg. Jelita Hariyah, M.Farm",F,1996
1081,4021914102515169,dki,Dt. Gadang Marbun,M,2003
1082,6572631520927820,dki,"Umi Hariyah, S.Gz",M,1968
1083,370225304299873,emoney,Muhammad Iswahyudi,F,1984
1084,30328293773098,bni,Soleh Mangunsong,M,1984
1085,3507178111136129,dki,Karman Maryati,M,2005
1086,4020109973325,online,dr. Cinta Prakasa,F,1979
1087,342774068711529,emoney,"Eka Salahudin, S.Sos",F,1995
1088,6011520302746574,dki,"Elvina Halim, M.Kom.",M,1979
1089,213111823515877,emoney,"Dr. Samiah Rahimah, S.Gz",M,1982
1090,180038592853313,emoney,Xanana Yolanda,M,1977
1091,639062523886,flazz,Ir. Vanesa Nasyidah,F,2004
1092,4251717544751156,dki,"Cut Kania Prabowo, M.Kom.",F,1982
1093,2368397763074905,dki,Cornelia Sihombing,F,1994
1094,2282629503742257,dki,Himawan Namaga,F,1973
1095,630476401785,flazz,Dimaz Irawan,F,2009
1096,4296957463525960,dki,Fathonah Padmasari,M,2001
1097,5265764450352232,dki,Yulia Riyanti,M,1974
1098,349469248417013,emoney,Ir. Aisyah Haryanti,F,1996
1099,3500876010895193,dki,Dr. Laila Sihombing,F,2005
1100,4655537661676403221,brizzi,Febi Padmasari,M,1968
1101,38119797921149,bni,Nabila Setiawan,F,2002
1102,180085424534272,emoney,Drs. Kasiyah Wahyuni,M,1987
1103,676123384387,flazz,Eka Prasetya,M,1978
1104,4267289765186456159,brizzi,Bahuwirya Prastuti,F,1986
1105,3539978364852831,dki,"Opung Natsir, S.T.",F,1979
1106,3520208954205245,dki,Natalia Pradipta,F,2004
1107,374879466223844,emoney,"T. Dagel Januar, S.I.Kom",M,1986
1108,501877449881,flazz,Tgk. Kasiyah Rahayu,M,1976
1109,574263459368,flazz,"R.M. Wardaya Pudjiastuti, S.Farm",M,1998
1110,3523650905862797,dki,Yono Sudiati,M,1992
1111,375239471304148,emoney,"Drs. Kurnia Tarihoran, M.TI.",M,1994
1112,2706975983758505,dki,Kamaria Thamrin,M,1971
1113,3555203709124591,dki,"Yani Yulianti, M.Pd",M,1978
1114,6545405222129173,dki,Puti Sadina Purnawati,F,1982
1115,676268153332,flazz,Hana Saragih,M,1977
1116,4892119208862954,dki,Violet Dabukke,M,2011
1117,4820690617466,online,"Cut Genta Siregar, S.Sos",F,2004
1118,180092792164278,emoney,Cindy Rajasa,F,2011
1119,3504256270933768,dki,"Hamzah Utama, M.Pd",F,1996
1120,3532480050220800,dki,Taufik Zulaika,F,2012
1121,4291066743650,online,Capa Hasanah,F,1997
1122,3546216422151529,dki,Prayoga Hasanah,F,1981
1123,4472135970075359,dki,H. Ajimat Andriani,F,1981
1124,3526506650747897,dki,"drg. Rahmi Fujiati, S.E.",M,1969
1125,4609823197042411,dki,"Tgk. Almira Mulyani, S.Gz",F,1995
1126,348102780209958,emoney,H. Rahman Lazuardi,F,2002
1127,2720253433308533,dki,Kurnia Nainggolan,F,1985
1128,4679960752828373,dki,Tgk. Nabila Sinaga,F,1989
1129,36124043910559,bni,Martana Maheswara,F,2001
1130,373196487260213,emoney,"dr. Najib Purnawati, S.Farm",M,1979
1131,4165415563416067,dki,"Jaga Ardianto, M.Farm",M,1970
1132,4310869575273,online,Tedi Rahmawati,M,1984
1133,3509193826440391,dki,Daru Pratama,M,1985
1134,3534718231266004,dki,Gasti Pudjiastuti,F,2001
1135,675907721202,flazz,Drs. Hani Wibisono,M,2005
1136,3571606228880503,dki,Cayadi Usada,F,1984
1137,213115615634283,emoney,Eva Hasanah,M,1971
1138,36544895822158,bni,Septi Haryanto,F,1983
1139,4738677331457,online,"R. Ade Winarno, M.Kom.",M,1976
1140,213132014293579,emoney,Ghaliyati Sitompul,F,1983
1141,4821722739980586668,brizzi,Drs. Puji Mulyani,F,1994
1142,6591799099160334,dki,"Dariati Nuraini, S.I.Kom",F,1980
1143,36862062497228,bni,"dr. Septi Zulaika, S.I.Kom",F,2004
1144,4815383659568171,dki,Ghaliyati Prasetyo,F,1992
1145,3508836195439052,dki,"R. Elisa Natsir, S.Gz",F,1998
1146,3510552172008325,dki,"Olivia Sihotang, M.Ak",F,1988
1147,4628478597580,online,"Ir. Ajiono Laksita, S.E.",F,2008
1148,4696993137927,online,Wakiman Sirait,F,1982
1149,347735478127981,emoney,"Ira Mandala, S.Psi",M,2002
1150,4364628775468,online,"Puti Paris Pratiwi, S.Ked",M,1984
1151,060453544623,flazz,Karen Samosir,M,2004
1152,3577381997032975,dki,Paramita Wastuti,M,1957
1153,3589113968607923,dki,Utama Prakasa,F,2004
1154,6011767061076475,dki,Vanya Farida,M,1972
1155,3552652762693368,dki,"Jamalia Usamah, S.Farm",F,1994
1156,4321351067004466,dki,"Cahyono Latupono, S.Farm",F,1972
1157,2533713614050797,dki,Karen Hariyah,F,1983
1158,4058717408653527,dki,dr. Eva Najmudin,F,1970
1159,4495533712001258,dki,"R.M. Harsanto Permadi, S.Kom",F,1990
1160,4634395379623,online,Drs. Oskar Anggriawan,F,1986
1161,4289826377522893,dki,"Drs. Hafshah Simbolon, S.T.",F,1999
1162,4012612484387,online,Drs. Sari Tamba,F,1983
1163,4085256642264699742,brizzi,"Umaya Pradana, S.Pt",F,1997
1164,2282277185311775,dki,Restu Sihombing,F,1993
1165,4734606743002890,dki,Prayoga Ramadan,F,1997
1166,060478976610,flazz,Irwan Pertiwi,M,1998
1167,6011863789211104,dki,"R.A. Rachel Aryani, S.Ked",F,1999
1168,6579505765426651,dki,Rahmi Samosir,F,1992
1169,4007482552819604,dki,Safina Wijayanti,F,1990
1170,4139665756518,online,"Febi Ardianto, S.Gz",F,1985
1171,3565987406526730,dki,Queen Utami,M,1982
1172,3519805825125180,dki,Humaira Situmorang,F,1991
1173,3573628572565884,dki,"Sutan Bahuwarna Wahyudin, M.Ak",F,2000
1174,2251836287851397,dki,Anggabaya Laksmiwati,F,2003
1175,4582139752310887230,brizzi,Eluh Wahyuni,F,1980
1176,4737247489325613660,brizzi,Almira Sitorus,M,1997
1177,6508255668389236,dki,Taufik Sudiati,M,1988
1178,180003784460277,emoney,Tasdik Lailasari,F,1996
1179,4012911889315350,dki,Lalita Suwarno,M,2007
1180,4341964492193793608,brizzi,"Padmi Hariyah, S.Kom",F,1986
1181,3578636315801842,dki,Oni Nababan,M,1993
1182,630413992003,flazz,"Mila Laksita, S.Pt",M,2003
1183,4798520828717491,dki,Raihan Widodo,M,1986
1184,6540968530686221,dki,"Tgk. Estiono Lazuardi, M.Kom.",M,1993
1185,576906482442,flazz,"Dono Riyanti, M.Farm",F,2009
1186,6011572071736674,dki,Amalia Melani,M,1986
1187,5228449242502619,dki,Asirwanda Simanjuntak,M,1956
1188,4794234169112,online,Upik Susanti,M,2009
1189,4810399493475764977,brizzi,"Kania Napitupulu, M.Farm",F,1991
1190,4418561283470945,dki,"Hj. Hesti Sinaga, S.E.I",F,1984
1191,4002278499548,online,Tasnim Narpati,M,1985
1192,4059974417668199,dki,"Bala Winarsih, S.H.",M,1983
1193,5503578980783894,dki,"drg. Zahra Marbun, S.Sos",M,1963
1194,4090928732097736072,brizzi,Harsanto Saptono,F,1992
1195,6524320341820823,dki,"Elvin Wahyudin, M.TI.",M,1992
1196,4587814219296842,dki,Kani Saptono,M,1990
1197,347515286149272,emoney,Gina Suartini,F,2012
1198,30521298603662,bni,"Kasiyah Saputra, S.Gz",M,2003
1199,3579542293220980,dki,"Zalindra Novitasari, M.M.",M,1999
1200,30288509322322,bni,"KH. Atma Uyainah, S.Gz",F,2008
1201,4119190474571,online,"Hardi Damanik, S.IP",F,1991
1202,3565450084251642,dki,Cecep Pangestu,M,2012
1203,180097838584769,emoney,Cawuk Wastuti,F,1999
1204,630442319947,flazz,dr. Gantar Utami,M,1969
1205,213193558978876,emoney,Cakrabuana Hasanah,F,2009
1206,4727311193834574,dki,Febi Damanik,M,1986
1207,4478930991547860246,brizzi,"T. Asmuni Suartini, S.I.Kom",F,1996
1208,502030775063,flazz,Azalea Sihombing,F,1991
1209,3516319428440395,dki,"Maryanto Yuliarti, S.Pd",F,2007
1210,4871215798420386237,brizzi,Tgk. Dalima Uwais,F,1992
1211,30474886021683,bni,Luwar Agustina,F,1982
1212,6011496037712803,dki,Ganda Zulkarnain,F,1983
1213,4741992384928887,dki,Cahyanto Hartati,M,2001
1214,342475285228384,emoney,Galak Puspasari,F,1993
1215,213140807652653,emoney,Lili Hakim,M,2007
1216,2704619423087826,dki,"Tgk. Kezia Novitasari, S.Kom",M,1970
1217,6551999380323348,dki,"Hasna Januar, M.TI.",F,1996
1218,348122799214401,emoney,"Ir. Devi Ardianto, S.Pd",M,1995
1219,5469918541012593,dki,Suci Salahudin,M,1973
1220,180029025615874,emoney,Kayun Waluyo,M,1974
1221,4667073364262455615,brizzi,"KH. Ganep Hastuti, M.TI.",F,1998
1222,4726202289157880569,brizzi,Ira Rahmawati,M,2006
1223,4421981717161040,dki,"R. Nadia Sudiati, S.Psi",F,2006
1224,4460354510094366,dki,Diah Pangestu,M,1984
1225,676144278915,flazz,"Yunita Hassanah, M.Pd",F,2012
1226,3505801063434091,dki,Rizki Yuniar,F,1985
1227,346062543787058,emoney,"Cut Kania Kusmawati, S.Ked",M,2003
1228,3539573676522782,dki,"Puti Zulaikha Rahimah, M.TI.",F,1995
1229,630486360096,flazz,Sari Kusumo,F,1981
1230,36161772885560,bni,Rahayu Pangestu,M,1972
1231,3535995769859330,dki,Baktianto Susanti,M,1995
1232,30446330987388,bni,Novi Winarsih,M,1983
1233,4938410664038,online,Elisa Thamrin,F,2003
1234,213144803520088,emoney,Michelle Mansur,F,1995
1235,503898736932,flazz,Gatra Hidayanto,M,1996
1236,3557648031378109,dki,Dt. Ismail Budiyanto,F,2007
1237,4024075550808790,dki,Jasmin Firgantoro,M,2003
1238,4917951020882972001,brizzi,Kayla Suryono,F,2001
1239,4438185166871,online,"Sakura Sinaga, S.E.I",M,1985
1240,2704161933762903,dki,Umaya Maulana,F,2006
1241,4752948436765749760,brizzi,Dr. Hesti Pranowo,M,1999
1242,4723640652028482,dki,"Puti Betania Purwanti, S.H.",M,2003
1243,4654835221329105,dki,dr. Ayu Puspita,F,2009
1244,377352320735293,emoney,Dalima Damanik,F,1999
1245,180091630157791,emoney,Faizah Megantara,F,2004
1246,3558352208567201,dki,Tgk. Dalimin Yolanda,M,1983
1247,6576680769285297,dki,Gaduh Laksita,F,2012
1248,36435458129695,bni,Kurnia Farida,M,1985
1249,6530095346719491,dki,R. Maida Tarihoran,M,2001
1250,3559326814239677,dki,Dt. Respati Haryanti,F,2003
1251,3527739965255343,dki,Maya Sinaga,M,1989
1252,4326133607468863,dki,Atmaja Suryono,F,1995
1253,3568714755824723,dki,"Kemal Hutasoit, S.Farm",F,1990
1254,4493401167795182,dki,Drs. Ophelia Hidayanto,F,2004
1255,213122533181108,emoney,"Dr. Farah Hastuti, S.Gz",M,1994
1256,4572274094496914819,brizzi,"Tgk. Jayeng Wastuti, S.Ked",F,1995
1257,4010276962128,online,Janet Adriansyah,F,1998
1258,3522433322216967,dki,"Cut Maida Anggriawan, S.Pd",F,1997
1259,676398535952,flazz,Karimah Usamah,M,1974
1260,3532357563192868,dki,"Ir. Eko Hidayanto, M.Kom.",M,1987
1261,4242712874387987648,brizzi,H. Gantar Purnawati,F,2009
1262,4210762801535793,dki,R. Indah Purwanti,F,1969
1263,213110180718371,emoney,"drg. Amalia Prasasta, M.Pd",F,1992
1264,349922389935813,emoney,Eka Damanik,M,1996
1265,3509011965949438,dki,"Michelle Narpati, S.H.",F,1984
1266,4950782523627,online,R.A. Ajeng Hartati,M,1963
1267,676348303378,flazz,"Tgk. Caraka Tamba, S.Kom",M,1988
1268,639016573128,flazz,Gina Uyainah,F,1994
1269,676221136150,flazz,Betania Marpaung,M,1999
1270,3591308963732793,dki,Dian Kusmawati,M,1982
1271,6011472608843558,dki,Cawisono Kuswoyo,M,2000
1272,3556041408817290,dki,Talia Saptono,M,1970
1273,4302799293347559,dki,Jaga Hastuti,F,2002
1274,4561276441755550886,brizzi,Devi Usamah,M,1984
1275,4207908602212810,dki,Yunita Kuswoyo,F,1991
1276,4173335700608310357,brizzi,Emong Agustina,M,1993
1277,180095011661685,emoney,"Tgk. Kardi Anggriawan, S.Gz",M,1983
1278,3565278400172717,dki,Paris Sihotang,M,2012
1279,4031389866774,online,Mulyono Usamah,M,2012
1280,676227758437,flazz,Jayeng Farida,M,2006
1281,639091065248,flazz,Tira Saptono,F,1982
1282,501818159623,flazz,Fathonah Mandala,M,2000
1283,502096838573,flazz,Edison Siregar,M,1959
1284,4053952137966222,dki,"Niyaga Sihombing, S.Kom",M,1980
1285,4854184565156418721,brizzi,"Syahrini Wahyuni, S.Gz",F,2010
1286,4847746786213769105,brizzi,Ella Pratama,M,1993
1287,4409739373799476534,brizzi,Dt. Usman Saputra,M,1992
1288,4684119308088197,dki,Jelita Simanjuntak,F,1948
1289,180089009801445,emoney,Padmi Mandasari,M,1976
1290,4310171079229243015,brizzi,"Drs. Ina Puspasari, M.TI.",F,2002
1291,30172771629780,bni,Zaenab Budiman,M,1983
1292,30147882144945,bni,"KH. Bagiya Waskita, M.Pd",F,1971
1293,30258906353964,bni,Cakrabirawa Utami,M,1962
1294,569420191243,flazz,T. Nyana Kuswoyo,M,1985
1295,676138676041,flazz,"Dinda Najmudin, S.E.",F,1985
1296,4743264329158394,dki,"Siti Pradana, M.Pd",M,1965
1297,2437713346737056,dki,Cinthia Novitasari,F,1992
1298,30311993079628,bni,Sutan Makara Kurniawan,M,1968
1299,4837802977737198614,brizzi,Puti Devi Hidayat,M,1977
1300,4572527249993,online,Indah Hakim,M,1987
1301,371030113773848,emoney,Luluh Januar,M,2003
1302,343890156959736,emoney,Gabriella Rahmawati,F,1983
1303,4293634858648193,dki,Mahmud Nababan,M,2001
1304,6011640991039535,dki,Ir. Febi Adriansyah,F,1984
1305,4999908860958718,dki,"Ifa Damanik, M.Pd",M,2003
1306,30041028094173,bni,Irfan Prakasa,F,1994
1307,2707046188416098,dki,Gawati Tarihoran,F,1989
1308,2718973577726885,dki,"Dr. Capa Nasyidah, S.Pt",F,1994
1309,4125422414619864881,brizzi,KH. Irsad Sitompul,M,1997
1310,6011888453608038,dki,"Panca Hartati, S.Sos",F,2009
1311,2247043084996478,dki,Puti Prasasta,F,1993
1312,4031656742440138,dki,Pangestu Purnawati,M,1969
1313,349114983966135,emoney,Jane Salahudin,M,1992
1314,3599349050134511,dki,Reza Hassanah,F,1978
1315,213119373287730,emoney,Enteng Pratama,M,1984
1316,4440338082795941132,brizzi,Tgk. Jamil Zulaika,F,1991
1317,6581870142622117,dki,Puti Shania Padmasari,F,1975
1318,3540205976013397,dki,Kamidin Simanjuntak,M,2004
1319,2720123570202965,dki,Irnanto Nainggolan,M,1991
1320,6011164299648426,dki,Lega Mandasari,M,2002
1321,38424819108984,bni,H. Ibun Nasyidah,M,1984
1322,4203321164457,online,Edi Lestari,F,2012
1323,3527173505679640,dki,Jati Putra,F,1987
1324,4267257589320882,dki,"Tirta Hardiansyah, S.IP",M,1993
1325,5206935467207104,dki,"Karya Nashiruddin, S.Pt",M,1991
1326,180030751842781,emoney,Taufik Lailasari,M,1994
1327,3515123413831860,dki,drg. Darsirah Suwarno,F,2005
1328,3553627614635964,dki,R.M. Kalim Prasasta,M,2004
1329,4118477474874,online,Hj. Fathonah Mangunsong,F,1991
1330,4166610998702562051,brizzi,Faizah Thamrin,F,2006
1331,3596574611228444,dki,Ghaliyati Usada,F,2003
1332,2555071785101409,dki,Julia Hastuti,M,1982
1333,4980095658794,online,Chelsea Suryatmi,F,1988
1334,4005061783016263,dki,Harja Sihotang,F,1987
1335,4960818932601,online,Estiono Hartati,F,2012
1336,2708313618049892,dki,Jatmiko Astuti,F,1991
1337,213163649791703,emoney,Dr. Darimin Santoso,M,2001
1338,4047098628718885,dki,Imam Melani,F,1989
1339,4265776175403,online,Capa Padmasari,M,1969
1340,3594034318273385,dki,Ophelia Waskita,F,1991
1341,180061473172801,emoney,Ir. Tantri Natsir,M,1986
1342,4183511074421790,dki,"drg. Sari Zulaika, S.E.",M,1978
1343,501809540161,flazz,Kemal Budiman,F,1991
1344,348157194406178,emoney,Dr. Malika Nainggolan,F,1988
1345,4940343249062184488,brizzi,"Carub Dabukke, M.TI.",F,1978
1346,3562055639723772,dki,Zaenab Rahayu,F,1981
1347,676114113043,flazz,Tgk. Daryani Napitupulu,M,1981
1348,2711930656659715,dki,Yuliana Hartati,F,1998
1349,4712995980782850,dki,"dr. Anastasia Prayoga, M.Farm",F,1973
1350,575934318602,flazz,Ophelia Prayoga,F,1986
1351,571844978320,flazz,"Lantar Novitasari, S.Kom",F,1985
1352,3593009700427733,dki,Ajimin Astuti,M,2006
1353,2268006497813709,dki,"Dr. Olivia Laksmiwati, S.Kom",M,1965
1354,213101013776462,emoney,Irfan Yulianti,M,1997
1355,4049779319039073,dki,"dr. Daruna Waskita, M.Farm",M,2012
1356,676391544928,flazz,Qori Yuliarti,M,1976
1357,4127601001512115,dki,Calista Farida,M,1987
1358,575536787675,flazz,Jagaraga Hakim,F,2001
1359,180087484190151,emoney,Vanesa Mansur,F,1985
1360,4766833863733150,dki,Lurhur Hastuti,M,2007
1361,30322219241231,bni,Sadina Wulandari,F,1986
1362,3540871472818173,dki,"Jinawi Wastuti, S.Farm",F,2011
1363,374850825599141,emoney,Emas Tampubolon,F,1984
1364,4815431277133,online,Cagak Mahendra,F,1995
1365,3539028724544288,dki,Alambana Namaga,M,1966
1366,341650181935727,emoney,Tgk. Ajiman Budiyanto,F,2012
1367,30052850877494,bni,Ir. Kamaria Budiman,M,1993
1368,342321081542992,emoney,Cawisadi Megantara,M,1976
1369,4735659028801014848,brizzi,Garda Pertiwi,M,1992
1370,676122591503,flazz,Ilsa Susanti,M,1994
1371,4101871702090,online,Lanang Natsir,M,1991
1372,4012649667369831,dki,Putri Nainggolan,M,1981
1373,346433250462047,emoney,Ir. Samiah Kusmawati,M,1947
1374,30435763905082,bni,Fitriani Suryatmi,F,1975
1375,6011694909483459,dki,"Nadine Nasyiah, S.I.Kom",F,1984
1376,676264663631,flazz,"drg. Wirda Dabukke, M.TI.",F,1971
1377,6011435738257882,dki,"Ilyas Prayoga, M.TI.",F,1992
1378,4847975150394327245,brizzi,Tami Uyainah,M,1979
1379,4044712648066,online,Baktiono Nasyiah,F,1996
1380,2258530636054877,dki,H. Daru Wijayanti,M,1949
1381,6510878916157455,dki,Nadine Latupono,M,1977
1382,373689143483757,emoney,R. Victoria Iswahyudi,F,1948
1383,341114849502817,emoney,Drs. Liman Sinaga,M,1983
1384,578513733407,flazz,"Dr. Cawisadi Fujiati, S.Sos",F,2009
1385,3573499417350571,dki,Kezia Pradana,F,1992
1386,4575998719402,online,R.M. Wakiman Pradipta,M,1985
1387,2287488257524659,dki,"Bagya Suryono, M.Kom.",M,1993
1388,4410104117295754,dki,"Laila Hidayat, S.H.",F,1993
1389,4637787978649627,dki,"Dr. Alika Laksmiwati, S.Kom",M,1989
1390,5470518764755501,dki,"Dr. Latif Permadi, M.TI.",F,1988
1391,3577995249678846,dki,Najam Wacana,M,2001
1392,4837475413635454,dki,Rizki Rahmawati,M,1977
1393,4991519569411475,dki,Najwa Maryati,M,1974
